id,data_source,product_name,substance_name,INN,manufacturer,route,physical_form,physical_form_binary,API_concentration_mg_ml,API_concentration_mg_ml_min,API_concentration_mg_ml_max,API_concentration_mg_ml_op,API_concentration_mg_ml_mentioned,F_percent,F_percent_min,F_percent_max,F_percent_op,F_percent_mentioned,CL_L_per_day,CL_L_per_day_min,CL_L_per_day_max,CL_L_per_day_op,CL_L_per_day_mentioned,CL_L_per_day_per_kg,CL_kind,Vd_L,Vd_L_min,Vd_L_max,Vd_L_op,Vd_L_mentioned,Vd_L_per_kg,Vd_kind,TMDD_mentioned,TMDD_keywords_found,ex_ps80,ex_his,ex_sucr,ex_ps20,ex_nacl,ex_acet,ex_treh,ex_citr,ex_phos,ex_arg,ex_edta,ex_met,ex_sorb,ex_mann,ex_gly,is_biosimilar,extraction_date,created_at,strength_total_mg,strength_total_volume_ml,strength_label,strength_source,inn_norm
165,FDA,EVENITY,romosozumab-aqqg,romosozumab,Amgen Inc.,SC,solution,0.0,89.7435897436,,,=,1.0,,,,,0.0,,,,,1.0,0.00912,CL/F,3.92,,,=,1.0,,Vss,1.0,"nonlinear pharmacokinetics, clearance decreasing as the dose increased",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2026-04-13 18:01:19,2026-04-14 09:17:07,,,,,romosozumab
166,FDA,RYSTIGGO,rozanolixizumab-noli,,"UCB, Inc.",SC,solution,0.0,140.0,,,=,1.0,,,,,0.0,0.89,,,=,1.0,,CL/F,6.6,,,=,1.0,,V/F,1.0,nonlinear pharmacokinetics,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-04-13 18:02:25,2026-04-14 09:17:07,,,,,rozanolixizumab
167,FDA,KEVZARA,sarilumab,sarilumab,"sanofi-aventis U.S. LLC; Regeneron Pharmaceuticals, Inc.",SC,solution,0.0,175.44,131.58,175.44,range,1.0,,,,,0.0,,,,,1.0,,,7.3,,,=,1.0,,Vss,1.0,"parallel linear and non-linear, target-mediated elimination",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2026-04-13 18:03:05,2026-04-14 09:17:07,,,,,sarilumab
168,FDA,ENSPRYNG,satralizumab-mwge,,"Genentech, Inc.",SC,solution,0.0,120.0,,,=,1.0,85.0,,,=,1.0,0.0601,,,=,1.0,,CL,3.46,,,=,1.0,,Vc,1.0,"target-mediated elimination, Michaelis-Menten, concentration-dependent clearance",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2026-04-13 18:04:51,2026-04-14 09:17:07,,,,,satralizumab
169,FDA,COSENTYX,secukinumab,secukinumab,Novartis Pharmaceuticals Corporation,SC,solution,0.0,150.0,,,=,1.0,,55.0,77.0,range,1.0,,0.14,0.22,range,1.0,,CL,,,,,1.0,,,0.0,,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2026-04-13 18:05:44,2026-04-14 09:17:07,,,,,secukinumab
170,FDA,COSENTYX,secukinumab,secukinumab,Novartis Pharmaceuticals Corporation,IV,concentrate,2.0,25.0,,,=,1.0,,,,,0.0,,0.14,0.22,range,1.0,,CL,,7.1,8.6,range,1.0,,Vz,0.0,,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2026-04-13 18:05:44,2026-04-14 09:17:07,,,,,secukinumab
171,FDA,VOYXACT,sibeprenlimab-szsi,,"Otsuka Pharmaceutical Company, Ltd.",SC,solution,0.0,200.0,,,=,1.0,92.0,,,=,1.0,0.206,,,=,1.0,,CL/F,4.0,,,=,1.0,,Vd,0.0,,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2026-04-13 18:06:50,2026-04-14 09:17:07,,,,,sibeprenlimab
172,FDA,SYLVANT,siltuximab,,"Janssen Biotech, Inc.",IV,lyophilized powder,1.0,20.0,,,=,1.0,100.0,,,=,0.0,0.23,,,=,1.0,,CL,4.5,,,=,1.0,,Vc,0.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-04-13 18:07:34,2026-04-14 09:17:07,,,,,siltuximab
173,FDA,SPEVIGO,spesolimab-sbzo,,"Boehringer Ingelheim Pharmaceuticals, Inc.",SC,solution,0.0,150.0,,,=,1.0,,58.0,85.0,range,1.0,0.184,0.175,0.194,range,1.0,,CL,6.4,,,=,1.0,,Vss,0.0,,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2026-04-13 18:08:20,2026-04-14 09:17:07,,,,,spesolimab
174,FDA,SPEVIGO,spesolimab-sbzo,,"Boehringer Ingelheim Pharmaceuticals, Inc.",IV,concentrate,2.0,60.0,,,=,1.0,100.0,,,=,1.0,0.184,0.175,0.194,range,1.0,,CL,6.4,,,=,1.0,,Vss,0.0,,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2026-04-13 18:08:20,2026-04-14 09:17:07,,,,,spesolimab
175,FDA,ENJAYMO,sutimlimab-jome,,Bioverativ USA Inc.,IV,solution,0.0,50.0,,,=,1.0,100.0,,,=,0.0,0.14,,,=,1.0,,CL,5.8,,,=,1.0,,Vss,1.0,target-mediated drug disposition,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2026-04-13 18:09:12,2026-04-14 09:17:07,,,,,sutimlimab
176,FDA,MONJUVI,tafasitamab-cxix,,MORPHOSYS US INC.,IV,lyophilized powder,1.0,40.0,,,=,1.0,100.0,,,=,0.0,0.41,,,=,1.0,,CL,9.3,8.6,10.0,range,1.0,,Vd,0.0,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2026-04-13 18:10:26,2026-04-14 09:17:07,,,,,tafasitamab
180,FDA,TZIELD,teplizumab-mzwv,,"Provention Bio, Inc.",IV,concentrate,2.0,1.0,,,=,1.0,100.0,,,=,0.0,2.7,,,=,1.0,,CL,2.27,,,=,1.0,,Vc,1.0,saturable elimination,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2026-04-13 18:13:41,2026-04-14 09:17:07,,,,,teplizumab
181,FDA,TEPEZZA,teprotumumab-trbw,,Horizon Therapeutics Ireland DAC,IV,lyophilized powder,1.0,47.6,,,=,1.0,,,,,0.0,0.27,,,=,1.0,,CL,3.26,,,=,1.0,,Vc,0.0,,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2026-04-13 18:14:27,2026-04-14 09:17:07,,,,,teprotumumab
182,FDA,TEZSPIRE,tezepelumab-ekko,,Amgen Inc. and AstraZeneca AB,SC,solution,0.0,110.0,,,=,1.0,77.0,,,=,1.0,0.17,,,=,1.0,,CL,3.9,,,=,1.0,,Vc,1.0,target-mediated clearance,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2026-04-13 18:15:17,2026-04-14 09:17:07,,,,,tezepelumab
183,FDA,ILUMYA,tildrakizumab-asmn,tildrakizumab,"Merck Sharp & Dohme Corp., a subsidiary of Merck & Co., Inc.",SC,solution,0.0,100.0,,,=,1.0,,73.0,80.0,range,1.0,0.32,,,=,1.0,,CL,10.8,,,=,1.0,,Vd,0.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-04-13 18:16:05,2026-04-14 09:17:07,,,,,tildrakizumab
185,FDA,ACTEMRA,tocilizumab,tocilizumab,Genentech,IV,concentrate,2.0,20.0,,,=,1.0,100.0,,,=,1.0,0.3,,,=,1.0,0.00696,CL,6.4,,,=,1.0,,Vss,1.0,"nonlinear clearance, concentration-dependent nonlinear clearance",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2026-04-13 18:17:46,2026-04-14 09:17:07,,,,,tocilizumab
186,FDA,TYENNE,tocilizumab-aazg,tocilizumab,"Fresenius Kabi USA, LLC",IV,concentrate,2.0,20.0,,,=,1.0,100.0,,,=,0.0,0.3,,,=,1.0,,CL,6.4,,,=,1.0,,Vss,1.0,"nonlinear elimination, Michaelis-Menten, more than dose-proportional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 18:18:34,2026-04-14 09:17:07,,,,,tocilizumab
187,FDA,TYENNE,tocilizumab-aazg,tocilizumab,"Fresenius Kabi USA, LLC",SC,solution,0.0,180.0,,,=,1.0,80.0,,,=,1.0,0.3,,,=,1.0,,CL,6.4,,,=,1.0,,Vss,1.0,"nonlinear elimination, Michaelis-Menten, more than dose-proportional",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 18:18:34,2026-04-14 09:17:07,,,,,tocilizumab
188,FDA,AVTOZMA,tocilizumab-anoh,tocilizumab,CELLTRION USA Inc.,IV,concentrate,2.0,20.0,,,=,1.0,100.0,,,=,1.0,0.3,,,=,1.0,,CL,6.4,,,=,1.0,,Vss,1.0,"nonlinear elimination, Michaelis-Menten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 18:19:39,2026-04-14 09:17:07,,,,,tocilizumab
189,FDA,AVTOZMA,tocilizumab-anoh,tocilizumab,CELLTRION USA Inc.,SC,solution,0.0,180.0,,,=,1.0,80.0,,,=,1.0,0.3,,,=,1.0,,CL,6.4,,,=,1.0,,Vss,1.0,"nonlinear elimination, Michaelis-Menten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 18:19:39,2026-04-14 09:17:07,,,,,tocilizumab
190,FDA,TOFIDENCE,tocilizumab-bavi,tocilizumab,Biogen MA Inc.,IV,concentrate,2.0,20.0,,,=,1.0,,,,,0.0,0.3,,,=,1.0,,CL,6.4,,,=,1.0,,Vss,1.0,"nonlinear elimination, Michaelis-Menten",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 18:20:52,2026-04-14 09:17:08,,,,,tocilizumab
191,FDA,LOQTORZI,toripalimab-tpzi,toripalimab,"Coherus BioSciences, Inc.",IV,solution,0.0,40.0,,,=,1.0,100.0,,,=,0.0,,0.228,0.3576,range,1.0,,CL,3.7,,,=,1.0,,Vss,1.0,non-linearly,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2026-04-13 18:22:04,2026-04-14 09:17:08,,,,,toripalimab
192,FDA,ADBRY,tralokinumab-ldrm,tralokinumab,LEO Pharma A/S,SC,solution,0.0,150.0,,,=,1.0,76.0,,,=,1.0,0.149,,,=,1.0,,CL,4.2,,,=,1.0,,Vd,0.0,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2026-04-13 18:22:59,2026-04-14 09:17:08,,,,,tralokinumab
193,FDA,HERCEPTIN HYLECTA,trastuzumab and hyaluronidase-oysk,,Genentech,SC,solution,0.0,120.0,,,=,1.0,77.0,,,=,1.0,0.11,,,=,1.0,,CL,2.9,,,=,1.0,,Vc,1.0,"parallel linear and nonlinear, nonlinear elimination",0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2026-04-13 18:24:37,2026-04-14 09:17:08,,,,,trastuzumab
195,FDA,KANJINTI,trastuzumab-anns,,Amgen,IV,lyophilized powder,1.0,21.0,,,=,1.0,100.0,,,=,1.0,0.228,0.173,0.283,range,1.0,,CL,3.0,,,,1.0,,Vss,1.0,"parallel linear and non-linear, non-linear elimination",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2026-04-13 18:25:25,2026-04-14 09:17:08,,,,,trastuzumab
196,FDA,OGIVRI,trastuzumab-dkst,trastuzumab,Biocon Biologics,IV,lyophilized powder,1.0,21.0,,,=,1.0,100.0,,,=,1.0,0.228,0.173,0.283,range,1.0,,CL,3.0,,,,1.0,,Vss,1.0,parallel linear and non-linear elimination pathways,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2026-04-13 18:26:48,2026-04-14 09:17:08,,,,,trastuzumab
197,FDA,Ontruzant,trastuzumab-dttb,trastuzumab,"Merck Sharp & Dohme Corp., a subsidiary of Merck & Co., Inc.",IV,lyophilized powder,1.0,21.0,,,=,1.0,100.0,,,,1.0,0.228,0.173,0.283,range,1.0,,CL,3.0,,,,1.0,,Vss,1.0,"parallel linear and non-linear, non-linear elimination",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2026-04-13 18:28:02,2026-04-14 09:17:08,,,,,trastuzumab
198,FDA,HERZUMA,trastuzumab-pkrb,trastuzumab,Teva Pharmaceuticals,IV,lyophilized powder,1.0,21.0,,,=,1.0,100.0,,,,1.0,0.228,0.173,0.283,range,1.0,,CL,3.0,,,,1.0,,Vss,1.0,parallel linear and non- linear elimination pathways,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2026-04-13 18:28:41,2026-04-14 09:17:08,,,,,trastuzumab
199,FDA,TRAZIMERA,trastuzumab-qyyp,trastuzumab,Pfizer Inc.,IV,lyophilized powder,1.0,21.0,,,=,1.0,100.0,,,=,1.0,0.228,0.173,0.283,range,1.0,,CL,3.0,,,,1.0,,Vss,1.0,parallel linear and non-linear elimination pathways,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 18:30:02,2026-04-14 09:17:08,,,,,trastuzumab
200,FDA,IMJUDO,tremelimumab-actl,,AstraZeneca Pharmaceuticals LP,IV,concentrate,2.0,20.0,,,=,1.0,100.0,,,=,0.0,0.263,,,=,1.0,,CL,3.45,,,=,1.0,,Vc,0.0,,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2026-04-13 18:31:05,2026-04-14 09:17:08,,,,,tremelimumab
201,FDA,BRIUMVI,ublituximab-xiiy,,"TG Therapeutics, Inc.",IV,concentrate,2.0,25.0,,,=,1.0,,,,,0.0,,,,,0.0,,,3.18,,,=,1.0,,Vc,0.0,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2026-04-13 18:31:55,2026-04-14 09:17:08,,,,,ublituximab
202,FDA,STELARA,ustekinumab,ustekinumab,"Janssen Biotech, Inc.",SC,solution,0.0,90.0,,,=,1.0,,,,,0.0,0.19,,,=,1.0,,CL,4.62,,,=,1.0,,Vss,0.0,,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2026-04-13 18:32:18,2026-04-14 09:17:08,,,,,ustekinumab
203,FDA,STELARA,ustekinumab,ustekinumab,"Janssen Biotech, Inc.",IV,concentrate,2.0,5.0,,,=,1.0,100.0,,,=,1.0,0.19,,,=,1.0,,CL,4.62,,,=,1.0,,Vss,0.0,,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2026-04-13 18:32:18,2026-04-14 09:17:08,,,,,ustekinumab
204,FDA,OTULFI,ustekinumab-aauz,ustekinumab,"Fresenius Kabi USA, LLC",SC,solution,0.0,90.0,,,=,1.0,,,,,0.0,0.19,,,=,1.0,,CL,4.5,4.4,4.6,range,1.0,,Vss,0.0,,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2026-04-13 18:33:12,2026-04-14 09:17:08,,,,,ustekinumab
205,FDA,OTULFI,ustekinumab-aauz,ustekinumab,"Fresenius Kabi USA, LLC",IV,concentrate,2.0,5.0,,,=,1.0,100.0,,,=,0.0,0.19,,,=,1.0,,CL,4.5,4.4,4.6,range,1.0,,Vss,0.0,,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2026-04-13 18:33:12,2026-04-14 09:17:08,,,,,ustekinumab
206,FDA,Ustekinumab-aekn,ustekinumab-aekn,ustekinumab,Teva Pharmaceuticals,SC,solution,0.0,90.0,,,=,1.0,,,,,0.0,0.19,,,=,1.0,,CL,4.5,4.4,4.6,range,1.0,,Vss,0.0,,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2026-04-13 18:34:09,2026-04-14 09:17:08,,,,,ustekinumab
207,FDA,Ustekinumab-aekn,ustekinumab-aekn,ustekinumab,Teva Pharmaceuticals,IV,concentrate,2.0,5.0,,,=,1.0,100.0,,,=,0.0,0.19,,,=,1.0,,CL,4.5,4.4,4.6,range,1.0,,Vss,0.0,,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2026-04-13 18:34:09,2026-04-14 09:17:08,,,,,ustekinumab
208,FDA,WEZLANA,ustekinumab-auub,ustekinumab,Amgen,SC,solution,0.0,90.0,,,,1.0,,,,,0.0,0.19,,,=,1.0,,CL,4.5,4.4,4.6,range,1.0,,Vss,0.0,,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2026-04-13 18:35:25,2026-04-14 09:17:08,,,,,ustekinumab
209,FDA,WEZLANA,ustekinumab-auub,ustekinumab,Amgen,IV,concentrate,2.0,5.0,,,,1.0,100.0,,,=,1.0,0.19,,,=,1.0,,CL,4.5,4.4,4.6,range,1.0,,Vss,0.0,,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2026-04-13 18:35:25,2026-04-14 09:17:08,,,,,ustekinumab
210,FDA,STARJEMZA,ustekinumab-hmny,ustekinumab,Hikma Pharmaceuticals USA Inc.,SC,solution,0.0,90.0,,,=,1.0,,,,,0.0,0.19,,,=,1.0,,CL,4.5,4.4,4.6,range,1.0,,Vss,0.0,,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2026-04-13 18:36:33,2026-04-14 09:17:08,,,,,ustekinumab
211,FDA,STARJEMZA,ustekinumab-hmny,ustekinumab,Hikma Pharmaceuticals USA Inc.,IV,concentrate,2.0,5.0,,,=,1.0,100.0,,,=,0.0,0.19,,,=,1.0,,CL,4.5,4.4,4.6,range,1.0,,Vss,0.0,,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2026-04-13 18:36:33,2026-04-14 09:17:08,,,,,ustekinumab
212,FDA,YESINTEK,ustekinumab-kfce,ustekinumab,Biocon Biologics,SC,solution,0.0,90.0,,,=,1.0,,,,,0.0,0.19,,,=,1.0,,CL,4.5,4.4,4.6,range,1.0,,Vss,0.0,,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2026-04-13 18:37:24,2026-04-14 09:17:08,,,,,ustekinumab
213,FDA,YESINTEK,ustekinumab-kfce,ustekinumab,Biocon Biologics,IV,concentrate,2.0,5.0,,,=,1.0,100.0,,,,0.0,0.19,,,=,1.0,,CL,4.5,4.4,4.6,range,1.0,,Vss,0.0,,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2026-04-13 18:37:24,2026-04-14 09:17:08,,,,,ustekinumab
214,FDA,IMULDOSA,ustekinumab-srlf,ustekinumab,Accord BioPharma Inc.,SC,solution,0.0,90.0,,,=,1.0,,,,,0.0,0.19,,,=,1.0,,CL,4.5,4.4,4.6,range,1.0,,Vss,0.0,,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2026-04-13 18:38:15,2026-04-14 09:17:08,,,,,ustekinumab
215,FDA,IMULDOSA,ustekinumab-srlf,ustekinumab,Accord BioPharma Inc.,IV,concentrate,2.0,5.0,,,=,1.0,100.0,,,=,0.0,0.19,,,=,1.0,,CL,4.5,4.4,4.6,range,1.0,,Vss,0.0,,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2026-04-13 18:38:15,2026-04-14 09:17:08,,,,,ustekinumab
216,FDA,PYZCHIVA,ustekinumab-ttwe,ustekinumab,Sandoz Inc.,SC,solution,0.0,90.0,,,=,1.0,,,,,0.0,0.19,,,=,1.0,,CL,4.5,4.4,4.6,range,1.0,,Vss,0.0,,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2026-04-13 18:39:55,2026-04-14 09:17:08,,,,,ustekinumab
217,FDA,PYZCHIVA,ustekinumab-ttwe,ustekinumab,Sandoz Inc.,IV,solution,0.0,5.0,,,=,1.0,100.0,,,=,0.0,0.19,,,=,1.0,,CL,4.5,4.4,4.6,range,1.0,,Vss,0.0,,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2026-04-13 18:39:55,2026-04-14 09:17:08,,,,,ustekinumab
218,FDA,ENTYVIO,vedolizumab,vedolizumab,"Takeda Pharmaceuticals U.S.A., Inc.",IV,lyophilized powder,1.0,60.0,,,=,1.0,100.0,,,=,1.0,0.16,,,=,1.0,,CL,5.0,,,=,1.0,,Vd,1.0,nonlinear clearance,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2026-04-13 18:41:00,2026-04-14 09:17:08,,,,,vedolizumab
219,FDA,ENTYVIO,vedolizumab,vedolizumab,"Takeda Pharmaceuticals U.S.A., Inc.",SC,solution,0.0,158.8,,,=,1.0,75.0,,,=,1.0,0.16,,,=,1.0,,CL,5.0,,,=,1.0,,Vd,1.0,nonlinear clearance,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2026-04-13 18:41:00,2026-04-14 09:17:08,,,,,vedolizumab
221,FDA,BIZENGRI,zenocutuzumab-zbco,,Merus N.V.,IV,concentrate,2.0,20.0,,,=,1.0,100.0,,,=,0.0,0.528,,,=,1.0,,CL,6.0,,,=,1.0,,Vd,0.0,,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2026-04-13 18:42:56,2026-04-14 09:17:08,,,,,zenocutuzumab
222,FDA,VYLOY,zolbetuximab-clzb,zolbetuximab,"Astellas Pharma US, Inc.",IV,lyophilized powder,1.0,20.0,,,=,1.0,100.0,,,=,1.0,0.312,,,=,1.0,,CL,14.0,,,=,1.0,,Vss,0.0,,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2026-04-13 18:44:55,2026-04-14 09:17:08,,,,,zolbetuximab
223,EMA,AMGEVITA,adalimumab,adalimumab,,SC,solution,0.0,50.0,,,=,1.0,64.0,,,=,1.0,0.312,0.264,0.36,range,1.0,,CL,5.5,5.0,6.0,range,1.0,,Vss,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 16:08:24,2026-04-14 09:17:08,,,,,adalimumab
224,EMA,Amsparity 20 mg solution for injection in pre-filled syringe,adalimumab,adalimumab,,SC,solution,0.0,50.0,,,=,1.0,64.0,,,=,1.0,0.312,0.264,0.36,range,1.0,,CL,5.5,5.0,6.0,range,1.0,,Vss,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 16:09:19,2026-04-14 09:17:08,,,,,adalimumab
225,EMA,Cyltezo,adalimumab,adalimumab,,SC,solution,0.0,50.0,,,=,1.0,64.0,,,=,1.0,0.312,0.264,0.36,range,1.0,,CL,5.5,5.0,6.0,range,1.0,,Vss,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 16:10:27,2026-04-14 09:17:08,,,,,adalimumab
226,EMA,Halimatoz,adalimumab,adalimumab,,SC,solution,0.0,50.0,,,=,1.0,64.0,,,,0.0,0.312,0.264,0.36,,1.0,,CL/F,5.5,5.0,6.0,,0.0,,Vss,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 16:11:25,2026-04-14 09:17:08,,,,,adalimumab
227,EMA,Hefiya,adalimumab,adalimumab,,SC,solution,0.0,50.0,,,=,1.0,64.0,,,,0.0,0.312,0.264,0.36,,1.0,,CL/F,5.5,5.0,6.0,,0.0,,Vss,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 16:12:03,2026-04-14 09:17:08,,,,,adalimumab
228,EMA,Hukyndra 20 mg solution for injection in pre-filled syringe,Adalimumab,Adalimumab,,SC,solution,0.0,100.0,,,=,1.0,64.0,,,=,1.0,0.312,0.264,0.36,range,1.0,,CL,5.5,5.0,6.0,range,1.0,,Vss,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 16:12:59,2026-04-14 09:17:08,,,,,adalimumab
229,EMA,Hulio 20 mg solution for injection in pre-filled syringe,adalimumab,adalimumab,,SC,solution,0.0,50.0,,,=,1.0,64.0,,,=,1.0,0.312,0.264,0.36,,1.0,,CL/F,5.5,5.0,6.0,,0.0,,Vss,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2026-04-13 16:13:32,2026-04-14 09:17:08,,,,,adalimumab
231,EMA,Humira 20 mg solution for injection in pre-filled syringe,adalimumab,adalimumab,,SC,solution,0.0,100.0,,,=,1.0,64.0,,,=,1.0,0.312,0.264,0.36,,1.0,,,5.5,5.0,6.0,,1.0,,Vss,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-04-13 16:14:32,2026-04-14 09:17:08,,,,,adalimumab
233,EMA,Hyrimoz,adalimumab,adalimumab,,SC,solution,0.0,50.0,,,=,1.0,64.0,,,,0.0,0.312,0.264,0.36,,1.0,,CL/F,5.5,5.0,6.0,,0.0,,Vss,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 16:15:34,2026-04-14 09:17:08,,,,,adalimumab
234,EMA,Idacio,adalimumab,adalimumab,,SC,solution,0.0,50.0,,,=,1.0,64.0,,,=,1.0,0.312,0.264,0.36,,0.0,,,5.5,5.0,6.0,,0.0,,Vss,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 16:16:45,2026-04-14 09:17:08,,,,,adalimumab
236,EMA,Imraldi,adalimumab,adalimumab,,SC,solution,0.0,50.0,,,=,1.0,64.0,,,=,1.0,0.312,0.264,0.36,range,1.0,,CL,5.5,5.0,6.0,range,1.0,,Vss,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2026-04-13 16:17:32,2026-04-14 09:17:08,,,,,adalimumab
237,EMA,Kromeya,adalimumab,adalimumab,,SC,solution,0.0,50.0,,,=,1.0,64.0,,,=,1.0,0.312,0.264,0.36,range,1.0,,CL,5.5,5.0,6.0,range,1.0,,Vss,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 16:18:20,2026-04-14 09:17:08,,,,,adalimumab
238,EMA,Libmyris,adalimumab,adalimumab,,SC,solution,0.0,100.0,,,=,1.0,64.0,,,=,1.0,0.312,0.264,0.36,,1.0,,CL/F,5.5,5.0,6.0,,1.0,,Vss,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 16:18:55,2026-04-14 09:17:08,,,,,adalimumab
239,EMA,SOLYMBIC,adalimumab,adalimumab,,SC,solution,0.0,50.0,,,=,1.0,64.0,,,=,1.0,0.312,0.264,0.36,,1.0,,CL/F,5.5,5.0,6.0,,1.0,,Vss,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 16:19:43,2026-04-14 09:17:08,,,,,adalimumab
241,EMA,Trudexa,adalimumab,adalimumab,Abbott Laboratories Ltd.,SC,solution,0.0,50.0,,,=,1.0,64.0,,,=,1.0,0.312,0.264,0.36,,1.0,,CL/F,5.5,5.0,6.0,,0.0,,Vss,0.0,,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,2026-04-13 16:20:30,2026-04-14 09:17:08,,,,,adalimumab
243,EMA,Yuflyma,adalimumab,adalimumab,,SC,solution,0.0,100.0,,,=,1.0,64.0,,,=,1.0,0.312,0.264,0.36,,1.0,,CL/F,5.5,5.0,6.0,,1.0,,Vss,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 16:21:23,2026-04-14 09:17:08,,,,,adalimumab
245,EMA,LEMTRADA,alemtuzumab,alemtuzumab,Sanofi Belgium,IV,concentrate,2.0,10.0,,,=,1.0,,,,,0.0,,,,,0.0,,,,,,,0.0,,,0.0,,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2026-04-13 16:22:30,2026-04-14 09:17:08,,,,,alemtuzumab
246,EMA,MabCampath,alemtuzumab,alemtuzumab,Genzyme Europe BV,IV,concentrate,2.0,10.0,10.0,30.0,range,1.0,,,,,0.0,,,,,1.0,,CL,,,,,1.0,0.15,Vss,1.0,"non-linear elimination kinetics, receptor-mediated clearance",1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2026-04-13 16:22:54,2026-04-14 09:17:08,,,,,alemtuzumab
