id,data_source,product_name,substance_name,INN,manufacturer,route,physical_form,physical_form_binary,API_concentration_mg_ml,API_concentration_mg_ml_min,API_concentration_mg_ml_max,API_concentration_mg_ml_op,API_concentration_mg_ml_mentioned,F_percent,F_percent_min,F_percent_max,F_percent_op,F_percent_mentioned,CL_L_per_day,CL_L_per_day_min,CL_L_per_day_max,CL_L_per_day_op,CL_L_per_day_mentioned,CL_L_per_day_per_kg,CL_kind,Vd_L,Vd_L_min,Vd_L_max,Vd_L_op,Vd_L_mentioned,Vd_L_per_kg,Vd_kind,TMDD_mentioned,TMDD_keywords_found,ex_ps80,ex_his,ex_sucr,ex_ps20,ex_nacl,ex_acet,ex_treh,ex_citr,ex_phos,ex_arg,ex_edta,ex_met,ex_sorb,ex_mann,ex_gly,is_biosimilar,extraction_date,created_at,strength_total_mg,strength_total_volume_ml,strength_label,strength_source,inn_norm
247,EMA,Praluent,alirocumab,alirocumab,Sanofi Winthrop Industrie,SC,solution,0.0,75.0,75.0,150.0,range,1.0,85.0,,,=,1.0,,,,,1.0,,,,,,,1.0,0.04,Vd,1.0,target-mediated clearance,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2026-04-13 16:23:25,2026-04-14 09:17:08,,,75 mg/mL,,alirocumab
250,EMA,Saphnelo,anifrolumab,anifrolumab,AstraZeneca AB,IV,concentrate,2.0,150.0,,,=,1.0,100.0,,,=,1.0,0.146,,,=,1.0,,CL,3.48,,,=,1.0,,Vc,1.0,"nonlinear PK, saturation of IFNAR1-mediated clearance, target IFNAR-mediated elimination pathway, greater-than-dose-proportional",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2026-04-13 16:25:08,2026-04-14 09:17:08,,,,,anifrolumab
251,EMA,Saphnelo,anifrolumab,anifrolumab,AstraZeneca AB,SC,solution,0.0,150.0,,,,0.0,75.0,,,=,1.0,0.146,,,=,1.0,,CL,3.48,,,=,1.0,,Vc,1.0,"nonlinear PK, saturation of IFNAR1-mediated clearance, target IFNAR-mediated elimination pathway, greater-than-dose-proportional",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2026-04-13 16:25:08,2026-04-14 09:17:08,,,150 mg/mL (SC PFS/PFP),,anifrolumab
252,EMA,Tecentriq,atezolizumab,atezolizumab,,IV,concentrate,2.0,60.0,3.2,16.8,range,1.0,100.0,,,=,1.0,0.2,,,=,1.0,,CL,6.91,,,=,1.0,,Vss,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2026-04-13 16:26:11,2026-04-14 09:17:08,,,,,atezolizumab
253,EMA,Tecentriq,atezolizumab,atezolizumab,,SC,solution,0.0,125.0,,,,0.0,61.0,,,=,1.0,,,,,1.0,,,6.91,,,=,1.0,,Vss,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2026-04-13 16:26:11,2026-04-14 09:17:08,,,,,atezolizumab
254,EMA,Bavencio 20 mg/mL concentrate for solution for infusion,avelumab,avelumab,,IV,concentrate,2.0,20.0,,,=,1.0,,,,,0.0,0.59,,,=,1.0,,CL,4.72,,,=,1.0,,Vss,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2026-04-13 16:29:03,2026-04-14 09:17:08,,,,,avelumab
255,EMA,Simulect,basiliximab,basiliximab,Novartis Europharm Limited,IV,lyophilized powder,1.0,4.0,,,=,1.0,100.0,,,=,0.0,0.984,,,=,1.0,,CL,8.6,,,=,1.0,,Vss,0.0,,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,2026-04-13 16:29:38,2026-04-14 09:17:08,,,,,basiliximab
257,EMA,Benlysta 200 mg solution for injection in pre-filled pen,belimumab,belimumab,GlaxoSmithKline (Ireland) Limited,SC,solution,0.0,200.0,,,=,1.0,74.0,,,=,1.0,0.204,,,=,1.0,,CL,5.0,,,=,1.0,,Vss,0.0,,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2026-04-13 16:30:46,2026-04-14 09:17:08,,,,,belimumab
258,EMA,Fasenra,benralizumab,benralizumab,AstraZeneca AB,SC,solution,0.0,30.0,,,=,1.0,59.0,,,=,1.0,0.29,,,=,1.0,,CL,3.1,,,=,1.0,,Vc,1.0,receptor-mediated clearance,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2026-04-13 16:31:37,2026-04-14 09:17:08,,,,,benralizumab
260,EMA,Abevmy,bevacizumab,bevacizumab,,IV,concentrate,2.0,25.0,,,=,1.0,100.0,,,=,0.0,0.204,0.188,0.22,range,1.0,,CL,3.005,2.73,3.28,range,1.0,,Vc,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 16:33:01,2026-04-14 09:17:08,,,,,bevacizumab
261,EMA,Alymsys,bevacizumab,bevacizumab,,IV,concentrate,2.0,25.0,,,=,1.0,,,,,0.0,0.204,0.188,0.22,range,1.0,,CL,3.005,2.73,3.28,range,1.0,,Vc,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 16:33:38,2026-04-14 09:17:08,,,,,bevacizumab
262,EMA,Avastin,bevacizumab,bevacizumab,,IV,concentrate,2.0,25.0,,,=,1.0,,,,,0.0,0.204,0.188,0.22,range,1.0,,CL,3.005,2.73,3.28,range,1.0,,Vc,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2026-04-13 16:34:06,2026-04-14 09:17:08,,,,,bevacizumab
263,EMA,Avzivi,bevacizumab,bevacizumab,,IV,concentrate,2.0,25.0,,,=,1.0,100.0,,,=,0.0,0.204,0.188,0.22,range,1.0,,CL,3.005,2.73,3.28,range,1.0,,Vc,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 16:34:36,2026-04-14 09:17:08,,,,,bevacizumab
264,EMA,Aybintio,bevacizumab,bevacizumab,,IV,concentrate,2.0,25.0,,,=,1.0,100.0,,,=,0.0,0.204,0.188,0.22,range,1.0,,CL,3.005,2.73,3.28,range,1.0,,Vc,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 16:35:08,2026-04-14 09:17:08,,,,,bevacizumab
265,EMA,Equidacent,bevacizumab,bevacizumab,,IV,concentrate,2.0,25.0,,,=,1.0,100.0,,,=,0.0,0.204,0.188,0.22,range,1.0,,CL,3.005,2.73,3.28,range,1.0,,Vc,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2026-04-13 16:35:51,2026-04-14 09:17:08,,,,,bevacizumab
266,EMA,Lextemy,bevacizumab,bevacizumab,,IV,concentrate,2.0,25.0,,,=,1.0,100.0,,,=,0.0,0.204,0.188,0.22,range,1.0,,CL,3.005,2.73,3.28,range,1.0,,Vc,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 16:36:26,2026-04-14 09:17:08,,,,,bevacizumab
267,EMA,MVASI,bevacizumab,bevacizumab,,IV,concentrate,2.0,25.0,,,=,1.0,100.0,,,=,0.0,0.204,0.188,0.22,range,1.0,,CL,3.005,2.73,3.28,range,1.0,,Vc,0.0,,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,2026-04-13 16:37:46,2026-04-14 09:17:08,,,,,bevacizumab
268,EMA,Onbevzi,bevacizumab,bevacizumab,,IV,concentrate,2.0,25.0,,,=,1.0,100.0,,,=,0.0,0.204,0.188,0.22,range,1.0,,CL,3.005,2.73,3.28,range,1.0,,Vc,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 16:38:23,2026-04-14 09:17:08,,,,,bevacizumab
269,EMA,Oyavas,bevacizumab,bevacizumab,,IV,concentrate,2.0,25.0,,,=,1.0,100.0,,,=,1.0,0.204,0.188,0.22,range,1.0,,CL,3.005,2.73,3.28,range,1.0,,Vc,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 16:39:11,2026-04-14 09:17:08,,,,,bevacizumab
270,EMA,Vegzelma,bevacizumab,bevacizumab,,IV,concentrate,2.0,25.0,,,=,1.0,100.0,,,=,0.0,0.204,0.188,0.22,range,1.0,,CL,3.005,2.73,3.28,range,1.0,,Vc,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 16:40:14,2026-04-14 09:17:08,,,,,bevacizumab
271,EMA,Zirabev 25mg/ml concentrate for solution for infusion,bevacizumab,bevacizumab,,IV,concentrate,2.0,25.0,,,=,1.0,100.0,,,=,0.0,0.204,0.188,0.22,range,1.0,,CL,3.005,2.73,3.28,range,1.0,,Vc,0.0,,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,2026-04-13 16:40:59,2026-04-14 09:17:08,,,,,bevacizumab
272,EMA,ZINPLAVA,bezlotoxumab,bezlotoxumab,Merck Sharp & Dohme B.V.,IV,concentrate,2.0,25.0,,,=,1.0,100.0,,,=,1.0,0.317,,,=,1.0,,CL,7.33,,,=,1.0,,Vd,0.0,,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2026-04-13 16:41:38,2026-04-14 09:17:08,,,,,bezlotoxumab
273,EMA,Bimzelx,bimekizumab,bimekizumab,,SC,solution,0.0,160.0,,,=,1.0,70.1,,,=,1.0,0.337,,,=,1.0,,CL/F,11.2,,,=,1.0,,V/F,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-04-13 16:41:58,2026-04-14 09:17:08,,,,,bimekizumab
275,EMA,Kyntheum 210 mg solution for injection in pre-filled syringe,brodalumab,brodalumab,LEO Pharma A/S,SC,solution,0.0,140.0,,,=,1.0,55.0,,,=,1.0,2.95,,,=,1.0,,CL/F,7.24,,,=,1.0,,Vss,1.0,"target-mediated drug disposition, non-linear pharmacokinetics",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2026-04-13 16:43:09,2026-04-14 09:17:08,,,,,brodalumab
277,EMA,Ilaris,canakinumab,canakinumab,,SC,solution,0.0,150.0,,,=,1.0,66.0,,,=,1.0,0.17,,,=,1.0,0.004,CL/F,6.2,,,=,1.0,,Vss,0.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2026-04-13 16:44:19,2026-04-14 09:17:08,,,,,canakinumab
278,EMA,Ronapreve,casirivimab and imdevimab,casirivimab and imdevimab,Roche Registration GmbH,IV,solution,0.0,120.0,,,=,1.0,100.0,,,=,1.0,,0.188,0.227,range,1.0,,CL,,7.072,7.183,range,1.0,,Vd,0.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-04-13 16:44:54,2026-04-14 09:17:08,,,,,casirivimab and imdevimab
279,EMA,Ronapreve,casirivimab and imdevimab,casirivimab and imdevimab,Roche Registration GmbH,SC,solution,0.0,120.0,,,=,1.0,,71.7,71.8,range,1.0,,0.188,0.227,range,1.0,,CL,,7.072,7.183,range,1.0,,Vd,0.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-04-13 16:44:54,2026-04-14 09:17:08,,,,,casirivimab and imdevimab
282,EMA,LIBTAYO,cemiplimab,cemiplimab,,IV,concentrate,2.0,50.0,,,=,1.0,100.0,,,=,1.0,0.22,,,=,1.0,,CL,5.9,,,=,1.0,,Vss,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-04-13 16:46:36,2026-04-14 09:17:08,,,,,cemiplimab
283,EMA,Erbitux 5 mg/mL solution for infusion,cetuximab,cetuximab,Merck Europe B.V.,IV,solution,0.0,5.0,,,=,1.0,100.0,,,=,0.0,,,,,1.0,,CL,,,,,1.0,,Vd,1.0,dose-dependent pharmacokinetics,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2026-04-13 16:47:03,2026-04-14 09:17:08,,,,,cetuximab
285,EMA,Adakveo,crizanlizumab,crizanlizumab,Novartis Europharm Limited,IV,concentrate,2.0,10.0,,,=,1.0,100.0,,,=,0.0,0.2808,,,=,1.0,,CL,4.26,,,=,1.0,,Vz,1.0,non-linear manner,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2026-04-13 16:48:03,2026-04-14 09:17:08,,,,,crizanlizumab
286,EMA,Piasky 340 mg solution for injection/infusion,crovalimab,crovalimab,Roche Registration GmbH,IV,solution,0.0,170.0,,,=,1.0,100.0,,,=,1.0,0.0791,,,=,1.0,,CL,3.23,,,=,1.0,,Vc,0.0,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2026-04-13 16:48:33,2026-04-14 09:17:08,,,,,crovalimab
287,EMA,Piasky 340 mg solution for injection/infusion,crovalimab,crovalimab,Roche Registration GmbH,SC,solution,0.0,170.0,,,=,1.0,83.0,,,=,1.0,0.0791,,,=,1.0,,CL,3.23,,,=,1.0,,Vc,0.0,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2026-04-13 16:48:33,2026-04-14 09:17:08,,,,,crovalimab
288,EMA,Zenapax 5 mg/ml concentrate for solution for infusion,Daclizumab,Daclizumab,Roche Registration Limited,IV,concentrate,2.0,5.0,,,=,1.0,100.0,,,=,1.0,,,,,1.0,,CL,,,,,0.0,,,0.0,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2026-04-13 16:49:12,2026-04-14 09:17:08,,,,,daclizumab
289,EMA,Zinbryta,daclizumab beta,,BIOGEN IDEC Limited,SC,solution,0.0,150.0,,,=,1.0,90.0,,,=,1.0,0.212,,,=,1.0,,CL,6.34,,,=,1.0,,Vss,0.0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2026-04-13 16:50:03,2026-04-14 09:17:08,,,,,daclizumab beta
290,EMA,DARZALEX 20 mg/mL concentrate for solution for infusion,daratumumab,daratumumab,,IV,concentrate,2.0,20.0,,,=,1.0,100.0,,,=,1.0,,,,,1.0,,CL,,,,,1.0,0.05698,Vc,1.0,target mediated drug disposition,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2026-04-13 16:50:27,2026-04-14 09:17:08,,,,,daratumumab
291,EMA,DARZALEX 20 mg/mL concentrate for solution for infusion,daratumumab,daratumumab,,SC,solution,0.0,120.0,,,,0.0,69.0,,,=,1.0,,,,,0.0,,,5.25,,,=,1.0,,Vc,1.0,target mediated drug disposition,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2026-04-13 16:50:27,2026-04-14 09:17:08,,,,,daratumumab
292,EMA,Acvybra,denosumab,denosumab,Reddy Holding GmbH,SC,solution,0.0,60.0,,,=,1.0,78.0,,,=,1.0,0.041,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear pharmacokinetics, dose-dependent pharmacokinetics, dose-dependent clearance",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 16:51:31,2026-04-14 09:17:08,,,,,denosumab
293,EMA,Bildyos,denosumab,denosumab,SciencePharma Sp. z o.o.,SC,solution,0.0,60.0,,,=,1.0,78.0,,,=,1.0,0.041,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear pharmacokinetics, dose-dependent pharmacokinetics, dose-dependent clearance",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2026-04-13 16:52:30,2026-04-14 09:17:08,,,,,denosumab
294,EMA,Bilprevda 120 mg solution for injection,denosumab,denosumab,SciencePharma Sp. z o.o.,SC,solution,0.0,70.0,,,=,1.0,62.0,,,=,1.0,0.07,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear pharmacokinetics, saturable target-mediated elimination pathway",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2026-04-13 16:53:16,2026-04-14 09:17:08,,,,,denosumab
295,EMA,Bomyntra,denosumab,denosumab,Fresenius Kabi Deutschland GmbH,SC,solution,0.0,70.0,,,=,1.0,62.0,,,=,1.0,0.07,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear pharmacokinetics, saturable target-mediated elimination pathway",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2026-04-13 16:53:52,2026-04-14 09:17:08,,,,,denosumab
296,EMA,Conexxence,denosumab,denosumab,Fresenius Kabi Deutschland GmbH,SC,solution,0.0,60.0,,,=,1.0,78.0,,,=,1.0,0.041,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"nonlinear pharmacokinetics, dose-dependent pharmacokinetics",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2026-04-13 16:54:24,2026-04-14 09:17:08,,,,,denosumab
297,EMA,Degevma 120 mg solution for injection,denosumab,denosumab,TEVA GmbH,SC,solution,0.0,70.0,,,=,1.0,62.0,,,=,1.0,0.07,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear pharmacokinetics, target-mediated elimination",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2026-04-13 16:54:57,2026-04-14 09:17:08,,,,,denosumab
298,EMA,Denbrayce 120 mg solution for injection,denosumab,denosumab,Mabxience Research SL,SC,solution,0.0,70.0,,,=,1.0,62.0,,,=,1.0,0.07,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear pharmacokinetics, saturable target-mediated elimination pathway",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2026-04-13 16:55:28,2026-04-14 09:17:08,,,,,denosumab
299,EMA,Denosumab Intas 60 mg solution for injection in pre-filled syringe,denosumab,denosumab,"Intas Third Party Sales 2005, S.L.",SC,solution,0.0,60.0,,,=,1.0,78.0,,,=,1.0,0.041,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear, dose-dependent pharmacokinetics, lower clearance at higher doses or concentrations",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2026-04-13 16:56:20,2026-04-14 09:17:08,,,,,denosumab
300,EMA,Enwylma 120 mg solution for injection,denosumab,denosumab,Zentiva k.s.,SC,solution,0.0,70.0,,,=,1.0,62.0,,,=,1.0,0.07,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear pharmacokinetics, saturable target-mediated elimination",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2026-04-13 16:56:50,2026-04-14 09:17:08,,,,,denosumab
301,EMA,Evfraxy 60 mg solution for injection in pre-filled syringe,denosumab,denosumab,Biosimilar Collaborations Ireland Limited,SC,solution,0.0,60.0,,,=,1.0,78.0,,,=,1.0,0.041,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear pharmacokinetics, dose-dependent pharmacokinetics",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2026-04-13 16:57:33,2026-04-14 09:17:08,,,,,denosumab
302,EMA,Izamby 60 mg solution for injection in pre-filled syringe,denosumab,denosumab,Mabxience Research SL,SC,solution,0.0,60.0,,,=,1.0,78.0,,,=,1.0,0.041,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear pharmacokinetics, dose-dependent pharmacokinetics",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2026-04-13 16:58:00,2026-04-14 09:17:08,,,,,denosumab
303,EMA,Jubbonti 60 mg solution for injection in pre-filled syringe,denosumab,denosumab,Sandoz GmbH,SC,solution,0.0,60.0,,,=,1.0,78.0,,,=,1.0,0.041,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear pharmacokinetics, dose-dependent pharmacokinetics, lower clearance at higher doses or concentrations",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2026-04-13 16:58:41,2026-04-14 09:17:08,,,,,denosumab
304,EMA,Jubereq 120 mg solution for injection,denosumab,denosumab,Accord Healthcare S.L.U.,SC,solution,0.0,70.0,,,=,1.0,62.0,,,=,1.0,0.07,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear pharmacokinetics,saturable target-mediated elimination pathway",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2026-04-13 16:59:06,2026-04-14 09:17:08,,,,,denosumab
305,EMA,Junod,denosumab,denosumab,Gedeon Richter Plc.,SC,solution,0.0,60.0,,,=,1.0,78.0,,,=,1.0,0.041,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear pharmacokinetics, dose-dependent pharmacokinetics, lower clearance at higher doses or concentrations",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2026-04-13 16:59:39,2026-04-14 09:17:08,,,,,denosumab
306,EMA,Kefdensis 60 mg solution for injection in pre-filled syringe,denosumab,denosumab,STADA Arzneimittel AG,SC,solution,0.0,60.0,,,=,1.0,78.0,,,=,1.0,0.041,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear, dose-dependent pharmacokinetics",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 17:00:08,2026-04-14 09:17:08,,,,,denosumab
307,EMA,Obodence 60 mg solution for injection in pre-filled syringe,denosumab,denosumab,Samsung Bioepis NL B.V.,SC,solution,0.0,60.0,,,=,1.0,78.0,,,=,1.0,0.041,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear pharmacokinetics, dose-dependent pharmacokinetics",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2026-04-13 17:00:48,2026-04-14 09:17:08,,,,,denosumab
308,EMA,Osenvelt 120 mg solution for injection,denosumab,denosumab,Celltrion Healthcare Hungary Kft.,SC,solution,0.0,70.0,,,=,1.0,62.0,,,=,1.0,0.07,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear pharmacokinetics, target-mediated elimination",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2026-04-13 17:01:43,2026-04-14 09:17:08,,,,,denosumab
309,EMA,Osqay 60 mg solution for injection in pre-filled syringe,denosumab,denosumab,Theramex Ireland Ltd.,SC,solution,0.0,60.0,,,=,1.0,78.0,,,=,1.0,0.041,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear, dose-dependent pharmacokinetics, lower clearance at higher doses or concentrations",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2026-04-13 17:02:17,2026-04-14 09:17:08,,,,,denosumab
310,EMA,Osvyrti 60 mg solution for injection in pre-filled syringe,denosumab,denosumab,Accord Healthcare S.L.U.,SC,solution,0.0,60.0,,,=,1.0,78.0,,,=,1.0,0.041,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear, dose-dependent pharmacokinetics, lower clearance at higher doses or concentrations",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2026-04-13 17:02:50,2026-04-14 09:17:08,,,,,denosumab
311,EMA,Ponlimsi 60 mg solution for injection in pre-filled syringe,denosumab,denosumab,TEVA GmbH,SC,solution,0.0,60.0,,,=,1.0,78.0,,,=,1.0,0.041,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear pharmacokinetics, dose-dependent pharmacokinetics, lower clearance at higher doses or concentrations",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2026-04-13 17:03:17,2026-04-14 09:17:08,,,,,denosumab
312,EMA,Prolia 60 mg solution for injection in pre-filled syringe,denosumab,denosumab,Amgen Europe B.V.,SC,solution,0.0,60.0,,,=,1.0,78.0,,,=,1.0,0.041,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear, dose-dependent pharmacokinetics, lower clearance at higher doses or concentrations",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2026-04-13 17:03:53,2026-04-14 09:17:08,,,,,denosumab
313,EMA,Rolcya 60 mg solution for injection in pre-filled syringe,denosumab,denosumab,Sandoz GmbH,SC,solution,0.0,60.0,,,=,1.0,78.0,,,=,1.0,0.041,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear, dose-dependent pharmacokinetics, lower clearance at higher doses or concentrations",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2026-04-13 17:04:43,2026-04-14 09:17:08,,,,,denosumab
314,EMA,Stoboclo,denosumab,denosumab,Celltrion Healthcare Hungary Kft.,SC,solution,0.0,60.0,,,=,1.0,78.0,,,=,1.0,0.041,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear pharmacokinetics, dose-dependent pharmacokinetics",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2026-04-13 17:05:17,2026-04-14 09:17:08,,,,,denosumab
315,EMA,Vevzuo,denosumab,denosumab,Biosimilar Collaborations Ireland Limited,SC,solution,0.0,70.0,,,=,1.0,62.0,,,=,1.0,0.07,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear pharmacokinetics, saturable target-mediated elimination pathway",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2026-04-13 17:05:43,2026-04-14 09:17:08,,,,,denosumab
316,EMA,Wyost 120 mg solution for injection,denosumab,denosumab,Sandoz GmbH,SC,solution,0.0,70.0,,,=,1.0,62.0,,,=,1.0,0.07,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear pharmacokinetics, target-mediated elimination, saturable target-mediated elimination",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2026-04-13 17:06:07,2026-04-14 09:17:08,,,,,denosumab
317,EMA,Xbonzy 120 mg solution for injection,denosumab,denosumab,Reddy Holding GmbH,SC,solution,0.0,70.0,,,=,1.0,62.0,,,=,1.0,0.07,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear pharmacokinetics, saturable target-mediated elimination",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 17:06:33,2026-04-14 09:17:08,,,,,denosumab
318,EMA,Xbryk 120 mg solution for injection,denosumab,denosumab,Samsung Bioepis NL B.V.,SC,solution,0.0,70.0,,,=,1.0,62.0,,,=,1.0,0.07,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear pharmacokinetics, saturable target-mediated elimination pathway",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2026-04-13 17:07:34,2026-04-14 09:17:08,,,,,denosumab
319,EMA,XGEVA 120 mg solution for injection,denosumab,denosumab,Amgen Europe B.V.,SC,solution,0.0,120.0,70.0,120.0,range,1.0,62.0,,,=,1.0,0.07,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear pharmacokinetics, target-mediated elimination, saturable target-mediated elimination",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2026-04-13 17:08:31,2026-04-14 09:17:08,,,,,denosumab
320,EMA,Yaxwer,denosumab,denosumab,Gedeon Richter Plc.,SC,solution,0.0,70.0,,,=,1.0,62.0,,,=,1.0,0.07,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear pharmacokinetics, saturable target-mediated elimination",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2026-04-13 17:09:17,2026-04-14 09:17:08,,,,,denosumab
321,EMA,ZADENVI,denosumab,denosumab,Zentiva k.s.,SC,solution,0.0,60.0,,,=,1.0,78.0,,,=,1.0,0.041,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear pharmacokinetics, dose-dependent pharmacokinetics",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2026-04-13 17:09:46,2026-04-14 09:17:08,,,,,denosumab
322,EMA,Zvogra,denosumab,denosumab,STADA Arzneimittel AG,SC,solution,0.0,70.0,,,=,1.0,62.0,,,=,1.0,0.07,,,,1.0,,CL_F,5.2,,,,1.0,,V_F,1.0,"non-linear pharmacokinetics, saturable target-mediated elimination pathway",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-04-13 17:10:16,2026-04-14 09:17:08,,,,,denosumab
